ID,Media,Latitude,Longitude,COMMUNE,Site_web,Support historique,logo,Annee_creation,Aire_couverture,EPCI_couverts,Thematique_principale,Groupe
1343,TooBordo,44.835792,-0.600342,Bordeaux,https://toobordo.net/,Pure-player,,,Bordeaux,,,
1344,Toulouse Infos,43.614119,1.431645,Toulouse,https://www.toulouseinfos.fr/,Pure-player,,,Occitanie,,,
1345,Tout Montpellier,43.587213,3.852732,Montpellier,https://www.toutmontpellier.fr/,Pure-player,,2006,Montpellier,,Informations générales,E-CITIES
1346,Trappy Blog,48.776517,2.001151,Trappes,https://www.trappyblog.fr/,Pure-player,,,Trappes,,,
1347,TV Bruits,43.618156,1.420112,Toulouse,https://tvbruits.org/,Pure-player,,,Toulouse,,,
1348,TV CAT,42.636503,2.762872,Thuir,https://tvcat.fr/,Pure-player,,,Pyrénénées-Orientales,,Informations générales,
1349,TV Landes,43.750789,-1.329545,Soustons,https://media-landes.fr/,Pure-player,,2009,,,Informations générales,
1350,MonStudio.TV,47.195635,-1.569346,Rezé,https://www.monstudio.tv/,Pure-player,,,,,Informations générales / investigation,
1351,TV sur Erdre,47.43977,-1.501217,Nort-sur-Erdre,https://tvsurerdre.fr/,Pure-player,,,,,Informations générales / investigation,
1352,TV Tregor,48.754654,-3.46189,Lannion,http://tv-tregor.com/,Pure-player,,2004,Tregor-Goelo,,Informations générales,
1353,TVNet Citoyenne,45.566839,5.925343,Chambéry,https://www.tvnetcitoyenne.com/,Pure-player,,,,,,
1354,Valgirardin,48.835237,2.297296,Paris,https://valgirardin.fr/,Pure-player,,,Paris 15ème arrondissement,,Informations générales,
1355,Visago News,49.008456,2.389003,Villiers-le-Bel,https://www.visagonews.com/,Pure-player,,,Est du Val d'Oise,,,
1356,VLIPP,47.206435,-1.573529,Nantes,https://www.vlipp.fr/,Pure-player,,,,,,
1357,Web TV Livradois-Forez,45.854379,3.548614,Thiers,https://www.webtvlivradoisforez.org/,Pure-player,,,,,,
1358,Xibero Telebista,43.227059,-0.882203,Mauléon-Licharre,http://www.xiberotelebista.com/,Pure-player,,,Vallée de la Soule,,,
1360,Dispak,48.502549,-2.766419,Saint-Brieuc,https://www.dispak.bzh/,Pure-player,,2018,,,,
1361,Info Tours,47.395338,0.675172,Tours,https://info-tours.fr/,Pure-player,,,,,Informations générales,
1362,Com et Médias,47.206858,-1.552457,Nantes,https://www.cometmedias.com/,Pure-player,,,"Bretagne, Pays de la Loire",,Economie,
1363,Dijon l'hebdo,47.329689,5.042289,Dijon,https://www.dijonlhebdo.fr/,Pure-player,,,Dijon agglo,,Informations générales,
1371,Le Haut Parleur,47.297179,-2.294418,Saint-Nazaire,https://www.lehautparleur.com/,Presse,,,Loire-Atlantique,,"Culture, Loisirs",
1372,Kinorama,47.204571,-1.503639,Saint-Sébastien-sur-Loire,https://www.lekinorama.com/,Presse,,,Loire-Atlantique,,"Culture, Loisirs",
1374,Orléans TV,47.921562,2.007215,Orléans,https://www.youtube.com/channel/UCmz5c9DPywF-krTpWYWMhrg,Pure-player,,,Agglo d'Orléans,,Informations générales,
1375,Radio Sainte-Baume,43.460136,5.860855,Saint-Maximin-la-Sainte-Baume,https://www.radiosaintebaume.com/,Radio,,1984,"Centre Var, le Haut Var et L'Est des Bouches du Rhône",,Informations générales,
1376,Bikini,48.157304,-1.688367,Saint-Grégoire,https://bikinimag.fr,Presse,,2011,Bretagne,,Informations générales,
1377,Euradio,47.22068,-1.55708,Nantes,https://euradio.fr/,Radio,,2007,Agglo Nantes,,Informations générales,
1378,SUN,47.22068,-1.55708,Nantes,https://www.lesonunique.com/,Radio,,2001,Agglo Nantes,,Informations générales,
1379,SUN,47.063261,-0.876741,Cholet,https://www.lesonunique.com/,Radio,,2001,,,Informations générales,
1380,Radio HDR,49.461669,1.133025,Rouen,https://www.radiohdr.net,Radio,,1998,Aglo Rouen,,Informations générales,
1381,Lorraine Actu,49.114346,6.179265,Metz,https://actu.fr/lorraine/,Pure-player,,2017,Lorraine,,Informations générales,SIPA Ouest-France
1382,Le Lorrain,48.229109,6.77707,Belmont Sur Buttant,https://www.le-lorrain.fr/,Pure-player,,,Lorraine,,Informations générales,
1383,Radio Albigés,43.942725,2.155104,Albi,https://www.radioalbiges.com/,Radio,,1981,Tarn,,"Culture, Loisirs",
1384,La Gazette de Saint-Quentin-en-Yvelines,48.776436,2.016869,Montigny-le-Bretonneux,https://lagazette-sqy.fr/,Presse,,2018,Communauté d'agglomération de Saint-Quentin-en-Yvelines,,Informations générales,
1385,Le journal de Mayotte,-12.735361,45.212196,KOUNGOU,https://lejournaldemayotte.yt/,Presse,,,,,Informations générales / investigation,
1386,Loire Football,45.433335,4.388998,Saint-Etienne,https://www.loirefootball.fr/,Pure-player,,,,,Sports,
1387,Haute-Loire Football,45.048015,3.865522,ESPALY SAINT MARCEL,https://www.hauteloirefootball.fr,Pure-player,,,,,Sports,
1388,Centre-Presse Aveyron,44.351183,2.571749,Rodez,https://www.centrepresseaveyron.fr/,Presse,,1958,,,Informations générales / investigation,Groupe La Dépêche du Midi
1389,Le Populaire du Centre,45.810572,1.270501,Limoges,https://www.lepopulaire.fr/,Presse,,1905,Haute-Vienne,,Informations générales,Groupe La Montagne Centre-France
1390,Radio Evasion,48.293918,-4.178249,Le Faou,https://www.radioevasion.net/,Radio,,2001,"Communauté de communes de la presqu'île de Crozon et de l'Aulne Maritime, Pays de Chateaulin, Pays de Landerneau",,Informations générales,
1391,Chérie FM Côtes-d'Armor,48.733149,-3.438019,Lannion,https://www.facebook.com/cheriefmcotesdarmor/,Radio,,1992,Ouest des Côtes-d'Armor,,Informations générales,Groupe NRJ
1392,RADIO PLUS COMUNIC,50.512537,2.836294,Douvrin,https://www.radioplus.fr/,Radio,,1996,Artois flandres et bassin minier ,,Informations générales,
1393,Fréquence Sud,43.280812,5.357997,Marseille,https://www.frequence-sud.fr/,Pure-player,,2006,Région PACA,,Informations générales,
1394,Que Faire en Famile,43.280812,5.357997,Marseille,https://quefaireenfamille.com/,Pure-player,,2017,Bouches du Rhône,,"Culture, Loisirs",
1395,Iski,43.280812,5.357997,Marseille,https://www.iski.fr/,Pure-player,,2006,Alpes du Sud (PACA),,"Culture, Loisirs",
1396,Radio Kreiz Breizh,48.383795,-3.336602,Saint-Nicodème,https://www.radiobreizh.bzh/fr/rkb/radio.php,Radio,,1983,,,"Culture, Loisirs",
1397,RADIO KERNE,48.017721,-4.211622,Plonéis,https://www.radiobreizh.bzh/fr/kern/radio.php,Radio,,,,,"Culture, Loisirs",
1398,PLUM' FM,47.823858,-2.503127,Sérent,https://www.radiobreizh.bzh/bzh/plum/radio.php,Radio,,,,,"Culture, Loisirs",
1399,RCF PENN-AR-BED,48.429008,-4.47702,Brest,https://www.radiobreizh.bzh/fr/rcf/radio.php,Radio,,,,,"Culture, Loisirs",
1400,RADIO BRO GWENED,48.066939,-2.969349,Pontivy,https://www.radiobreizh.bzh/fr/rbg/radio.php,Radio,,,,,"Culture, Loisirs",
1401,ARVORIG FM,48.457339,-4.270282,Landerneau,https://www.radiobreizh.bzh/fr/arfm/radio.php,Radio,,,,,"Culture, Loisirs",
1402,Le Gobelin du Ternois,50.38239,2.336634,Saint-Pol-sur-Ternoise,https://www.legobelinduternois.com/,Pure-player,,,,,Informations générales,
1403,Le Journal de Saint-Denis,48.936481,2.354069,Saint-Denis,https://lejsd.com/,Presse,https://lejsd.com/sites/lejsd.com/themes/lejsd_web/logo.png,1992,Saint-Denis,,Informations générales,
1404,Le Bonbon,48.882372,2.347581,Paris,https://www.lebonbon.fr/paris/,Presse,,2009,Paris,,"Culture, Loisirs",
1405,La Tribune,45.749832,4.844791,Lyon,https://acteursdeleconomie.latribune.fr/,Presse,,1997,Auvergne-Rhône-Alpes,,Economie,
1406,La Marne Agricole,49.235941,4.066004,Reims,https://www.la-marne-agricole.com,Presse,,1945,Département de la Marne,,Agriculture,Groupe Réussir
1407,TOUT-METZ,49.110381,6.176431,Metz,https://tout-metz.com/,Pure-player,,2006,Lorraine,,Informations générales,
1408,Yegg,48.117174,-1.680143,Rennes,http://yeggmag.fr/,Presse,,2012,Agglo Rennes,,Informations générales,
1409,Radio Coquelicot,46.11411,3.083684,EBREUIL,https://www.radiocoquelicot.com,Radio,,2006,"Gannat, Vichy, Saint-Pourçain",,Informations générales,
1410,Tout va bien (TVB),45.754584,4.880723,Lyon,https://toutvabienlejournal.org,Presse,https://toutvabienlejournal.org/wp-content/uploads/2016/07/TVB-baseline-3-02-1024x1024.jpg,2016,Lyon,,Informations générales,
1411,Vu par ici,48.60335,7.439856,Westhoffen,https://www.vuparici.fr/,Pure-player,https://www.vuparici.fr/vp-content/uploads/2014/02/bandeau-vu-par-ici-V3.jpg,2013,"Mossig, porte du vignoble",,Informations générales,
1412,Radio Rennes,48.113657,-1.676955,Rennes,https://radiorennes.fr,Radio,https://radiorennes.fr/img/modele/logo.png,,Ille-et-Vilaine,,"Culture, Loisirs",
1413,"Le criquet Avallonais, Auxois et Morvan",47.499002,3.898625,Avallon,https://le-criquet-avallonnais-auxois.fr,Presse,https://le-criquet-avallonnais-auxois.fr/lours/criquet-avocat/,,,,Informations générales,
1414,Radio Nord Bretagne,48.580091,-3.768148,Plouigneau,https://www.nordbretagne.fr,Radio,,,,,Informations générales,
1415,France Bleu Loire Océan,46.669783,-1.422808,La Roche-sur-Yon,https://www.francebleu.fr/loire-ocean,Radio,https://www.francebleu.fr/img/station/logo/logo_francebleu_loire-ocean.jpg,,,,Informations générales,Radio France
1416,La Lettre API,47.212008,-1.550628,Nantes,https://www.agence-api.fr/,Presse,,1990,Bretagne / Pays de la Loire,,Economie,
1417,L'Averty,45.187169,5.721204,Grenoble,https://www.laverty.fr/,Pure-player,https://www.laverty.fr/img/logo-laverty.svg,2018,Grenoble,,Informations générales,
1418,Virgin Radio Vendée,46.672204,-1.431329,La Roche-sur-Yon,http://www.virginradiovendee.fr/vrv/,Radio,,1989,Vendée,,Informations générales,
1419,Le Bec,44.728232,5.023564,Crest,https://www.lebec.info/nouvelles-publications/,Pure-player,,2019,Vallée de la Drôme,,Informations générales,
1420,TV Sèvre et Maine,47.098826,-1.278442,Clisson,https://tv-sevreetmaine.fr/,Pure-player,,,"CC Sèvre Loire, CC Clisson Sèvre et Maine, CC Terres de Montaigu",,Informations générales,
1421,Radio Evasion,48.293918,-4.178249,Le Faou,https://www.radioevasion.net,Radio,https://www.radioevasion.net/wp-content/uploads/2013/04/Logo_revasion_1004.png,1994,Centre Finistère,,Informations générales,
1422,Radio Pays de Léon (RPL),48.512271,-4.068791,Landivisiau,https://www.radiopaysdeleon.fr/,Radio,https://www.radiopaysdeleon.fr/images/liveradio/logo-dark.png,1999,Landivisiau,,Informations générales,
1423,RPL Radio,50.654316,3.031832,Lille,https://www.rpl99fm.com/,Radio,https://www.rpl99fm.com/upload/design/5a6cbf1ba873a1.14579194.png,1982,Lille métropole,,Informations générales,
1424,Chouf Tolosa,43.618369,1.432265,Toulouse,https://chouftolosa.info/,Pure-player,https://chouftolosa.info/wp-content/uploads/2019/06/logo_chouftolosa_creux.png,2019,Métropole Toulouse,,Informations générales,
1425,Lokko,43.625853,3.880867,Montpellier,https://www.lokko.fr/,Pure-player,https://www.lokko.fr/wp-content/uploads/2018/12/cropped-lokko_socialmedia_montpellier-culture_lifestyle_hub-2.png,2019,Montpellier,,Culture et Lifestyle,
1426,Timbre FM,47.919487,-2.27756,Augan,https://timbrefm.fr/,Radio,https://timbrefm.fr/wp-content/uploads/2019/03/TimbreFM_512px_rectangle.png,2009,communauté de commune de Guer,,Informations générales,
1427,MEDIABASK,43.382837,-1.693257,Urrugne,https://mediabask.naiz.eus/eu,Pure-player,https://mediabask.naiz.eus/media/asset_publics/resources/000/269/998/original/logo-mediabask.png,2000,Pays Basque,,Informations générales,
1428,KAZETA,43.382186,-1.692999,Urrugne,https://kazeta.naiz.eus/eu,Pure-player,https://kazeta.naiz.eus/media/asset_publics/resources/000/269/984/original/logo-kazeta.png,2000,Pays Basque,,Informations générales,
1429,Graine de Viking,49.427435,1.061365,Petit-Quévilly,https://www.grainedeviking.fr/,Presse,https://www.grainedeviking.fr/bundles/grainecore/images/bandeau_site_02.jpg?v9,,Normandie,,Culture et loisirs pour enfants,
1430,Radio Gresivaudan,45.284075,5.881615,Crolles,https://www.radio-gresivaudan.org/,Radio,,1981,"le Gresivaudan, Grenoble et Chambery",,Informations générales,
1431,Radio Dio,45.427217,4.409152,Saint-Etienne,https://radiodio.org/,Radio,,1981,Loire Sud,,Informations générales,
1432,Radio BLV,44.958963,4.905389,Bourg-Lès-Valence,https://www.radioblv.com/,Radio,https://www.radioblv.com/wp/wp-content/uploads/2018/10/logoBLV_2018_500x500.png,1982,Valence Romans Agglo,,Informations générales,
1433,RCF Isère,45.193506,5.732033,Grenoble,https://rcf.fr,Radio,https://rcf.fr/sites/all/themes/rcf_main/tpl/img/logo.png,1986,,,Informations générales,
1434,Radio Alto,45.716676,6.107209,Lescheraines,https://radioalto.info/fr/,Radio,,2006,massif des bauges et alentours,,Informations générales,
1435,RDWA,44.752317,5.371645,Die,https://www.rdwa.fr/,Radio,https://www.rdwa.fr/photo/titre_5086375.png?v=1389721621,2009,Diois,,"Culture, Loisirs",
1436,RADIO CALADE,45.985211,4.701256,Gleize,https://www.radio-calade.fr/,Radio,https://www.radio-calade.fr/radiocalade/wp-content/uploads/2019/01/cropped-logo-png-.png,,Beaujolais Val-de-Saône,,,
1437,JOURNAL DU DIOIS ET DE LA DRÔME,44.753987,5.370153,Die,https://journaldudiois.jimdo.com/,Presse,https://image.jimcdn.com/app/cms/image/transf/dimension=2168x10000:format=jpg/path/s17a3cef093c11f1c/image/ieefd7cbc40b12a0a/version/1476798466/image.jpg,1851,Diois,,Informations générales,
1438,Radio Saint Ferréol,44.728475,5.023052,Crest,https://www.radiosaintfe.com/,Radio,https://www.radiosaintfe.com/templates/rsf/images/logo-rsf.gif,1981,Vallée de la Drôme / Ardèche,,Informations générales,
1439,RADIO DES BOUTIERES (RDB),44.913387,4.424416,LE CHEYLARD,https://www.rdbfm.com,Radio,https://www.rdbfm.com/sites/www.rdbfm.com/files/logo-3368b3e22fb08657c0c04c3409aa39b2a0e8bc9987b44bf9a2a70cd047247eea.png,,centre Ardèche,,Informations générales,
1440,Radio B,46.200081,5.230621,Bourg-en-Bresse,https://www.radio-b.fr,Radio,https://www.radio-b.fr/modules/site/images/radio-b-blanc.png,1981,,,Informations générales,
1441,Radio Campus Grenoble,45.190981,5.767179,Saint Martin d’Hères,https://campusgrenoble.org/,Radio,https://campusgrenoble.org/wp/wp-content/uploads/2018/09/RCG_long_coul1.png,1993,Agglo Grenoble,,"Culture, Loisirs",
1442,Actu Morbihan,47.652264,-2.770270,Vannes,https://actu.fr/morbihan/,Pure-player,https://static.actu.fr/marque/logo/morbihan_h30.png,,,,Informations générales,SIPA Ouest-France
1443,Actu Bordeaux,44.852847,-0.573109,Bordeaux,https://actu.fr/bordeaux/,Pure-player,,,,,Informations générales,SIPA Ouest-France
1444,Actu Essonne,48.630536,2.444015,Evry,https://actu.fr/essonne/,Pure-player,,,,,Informations générales,SIPA Ouest-France
1445,C'est à Cherbourg,49.638896,-1.624215,Cherbourg,https://actu.fr/c-est-a-cherbourg/,Pure-player,,,,,Informations générales,SIPA Ouest-France
1446,Côté la Flèche,47.83878,-0.328708,Sablé-sur-Sarthe,https://actu.fr/cote-la-fleche/,Presse,,,,,Informations générales,SIPA Ouest-France
1447,Actu Paris,48.832831,2.320781,Paris,https://actu.fr/paris/,Pure-player,,,,,Informations générales,SIPA Ouest-France
1448,Unidivers,48.106904,-1.695182,Rennes,https://www.unidivers.fr/,Pure-player,https://www.unidivers.fr/wp-content/uploads/2019/12/logo-unidivers-home.png,,Bretagne,,"Culture, Loisirs",
1449,Trélazé TV,47.445033,-0.473262,Trélazé,https://www.trelaze.tv,Pure-player,https://www.trelaze.tv/uploads/custom-logo.png,,,,Informations générales,
1449,Télé Luçon Sud Vendée,46.45575,-1.169626,Luçon,https://www.tlsv.fr/,Pure-player,,,,,Informations générales,
1450,Var Matin,43.535567,6.464723,Draguignan,https://www.varmatin.com/,Presse,https://cdn.assets02.nicematin.com/assets/nm/images/logo/varmatin/logo.png,1946,,,Informations générales,Groupe Nice Matin
1451,Var Matin,43.423479,6.779302,Saint-Raphaël,https://www.varmatin.com/,Presse,https://cdn.assets02.nicematin.com/assets/nm/images/logo/varmatin/logo.png,1946,,,Informations générales,Groupe Nice Matin
1452,Var Matin,43.269087,6.640639,Saint-Tropez,https://www.varmatin.com/,Presse,https://cdn.assets02.nicematin.com/assets/nm/images/logo/varmatin/logo.png,1946,,,Informations générales,Groupe Nice Matin
1453,Var Matin,43.405874,6.064742,Brignoles,https://www.varmatin.com/,Presse,https://cdn.assets02.nicematin.com/assets/nm/images/logo/varmatin/logo.png,1946,,,Informations générales,Groupe Nice Matin
1454,Var Matin,43.117591,6.131107,Hyères,https://www.varmatin.com/,Presse,https://cdn.assets02.nicematin.com/assets/nm/images/logo/varmatin/logo.png,1946,,,Informations générales,Groupe Nice Matin
1455,Var Matin,43.105029,5.874947,la Seyne,https://www.varmatin.com/,Presse,https://cdn.assets02.nicematin.com/assets/nm/images/logo/varmatin/logo.png,1946,,,Informations générales,Groupe Nice Matin
1456,Nice Matin,43.774092,7.501830,Menton,https://www.nicematin.com/,Presse,,,,,,Groupe Nice Matin
1457,Var Matin,43.119574,5.803260,Sanary,https://www.varmatin.com/,Presse,https://cdn.assets02.nicematin.com/assets/nm/images/logo/varmatin/logo.png,1946,,,Informations générales,Groupe Nice Matin
1458,Nice Matin,43.659141,6.922496,Grasse,https://www.nicematin.com/,Presse,,,,,,Groupe Nice Matin
1459,Nice Matin,43.55212,7.008524,Cannes,https://www.nicematin.com/,Presse,,,,,,Groupe Nice Matin
1460,Nice Matin,43.580632,7.122398,Antibes,https://www.nicematin.com/,Presse,,,,,,Groupe Nice Matin
1461,Nice Matin,43.66372,7.150049,Cagnes-sur-Mer,https://www.nicematin.com/,Presse,,,,,,Groupe Nice Matin
1462,Monaco Matin,43.734401,7.419922,Monaco,https://www.monacomatin.mc/,Presse,,,,,,Groupe Nice Matin
1463,La république du Centre,47.691344,2.620522,Gien,https://www.larep.fr,Presse,,1944,,,Informations générales,Groupe La Montagne Centre-France
1464,La république du Centre,48.172458,2.250652,Pithiviers,https://www.larep.fr,Presse,,1944,,,Informations générales,Groupe La Montagne Centre-France
1465,La république du Centre,47.996789,2.732768,Montargis,https://www.larep.fr,Presse,,1944,,,Informations générales,Groupe La Montagne Centre-France
1466,La Dépêche de Louviers,49.210655,1.167143,Louviers,https://actu.fr/la-depeche-louviers/,Presse,,,,,Informations générales,SIPA Ouest-France
1468,Berria,43.48993,-1.471832,Bayonne,https://www.berria.eus/,Presse,,2003,Pays basque (français et espagnol),,Informations générales,
1469,leglob-journal,48.024949,-0.767835,L'Huisserie,https://leglob-journal.fr/,Pure-player,,2007,Mayenne,,Informations générales,
1470,L'Echo de la Presqu'île,47.284062,-2.211197,Saint-Nazaire,https://www.actu.fr/l-echo-de-la-presqu-ile/,Presse,,,,,Informations générales,SIPA Ouest-France
1471,L'avenir Agricole,48.090994,-0.755390,Changé,https://aveniragricole.net,Presse,,,Pays de la Loire,,Agriculture,
1472,Herria,43.49142,-1.472513,Bayonne,https://herria.eus/,Presse,,1944,Pays basque français,,Informations générales,
1473,Enbata,43.489276,-1.473967,Bayonne,https://www.enbata.info/,Presse,,1961,,,Informations générales,
1474,H2O,45.904662,6.092000,Annecy,https://www.h2oradio.fr/,Radio,,,,,Informations générales,
1475,Bretagne 5,48.449653,-2.644618,Quessoy,https://www.bretagne5.fr,Radio,,,,,Informations générales,
1476,CN'O,50.354507,3.517493,Valenciennes,https://www.cno-radio.fr/,Radio,,2016,Hainaut-Cambrésis(Valenciennes - Maubeuge - Cambrai),,,
1477,Arrageois.info,50.288966,2.770895,Arras,https://www.arrageois.info,Pure-player,,2015,,,Informations générales,
